Content type,Material type,ISBN,Name,Role,All names,Title,Variant titles,Series title,Country of publication,Publisher,Year of publication,Edition,Topics,Genres,Languages
Language material ; Still image ; Text,Volume,9781407171890,Andrew Donkin,author,Andrew Donkin ; Clive Goddard,Roald Dahl's life in stories,Roald Dahl and his chocolate factory,,England,Scholastic,2016,,"Roald Dahl--Juvenile literature ; Novelists, English--20th century--Biography--Juvenile literature",Biography ; Children's literature,English
Language material ; Text,Volume,9781444786279,Roald Dahl,author,Donald Sturrock ; Roald Dahl,Love from boy : Roald Dahl's extraordinary letters to his mother,Correspondence. Selections,,England,John Murray,2016,,Roald Dahl--Correspondence,Correspondence,English
Language material ; Text,Volume,9781785300400,Roald Dahl,author,Roald Dahl ; Quentin Blake,The GFG : the BFG in Scots,BFG. Scots,,Scotland,Black & White Publishing,2016,,,Children's fiction ; Humour or satire,Scots
Language material ; Still image ; Text,Volume,9781849673242,Roald Dahl,author,Quentin Blake ; Gwynne Williams ; Roald Dahl,Penillion Ach-a-fi!,Dirty beasts. Welsh,,Wales,Rily,2016,,"Stories in rhyme ; Children's poetry, English--Translations into Welsh",Translations into Welsh,Welsh
Language material ; Still image ; Text,Volume,9781849673259,Roald Dahl,author,Quentin Blake ; Gwynne Williams ; Roald Dahl,Cerddi ffiaidd,Revolting Rhymes. Welsh,,Wales,Rily,2016,,Roald Dahl--Translations into Welsh ; Stories in rhyme,Translations into Welsh,Welsh
Language material ; Still image ; Text,eBook,9780141370590,Roald Dahl,author,Roald Dahl ; Quentin Blake,Roald Dahl's whizzpopping joke book,Whizzpopping joke book,,England,Puffin,2016,,"Wit and humor, Juvenile",,English
Language material ; Still image ; Text,Volume,9780141369273,Roald Dahl,author,Roald Dahl ; Quentin Blake,The giraffe and the pelly and me,,,England,Puffin,2016,,,Children's fiction ; Humour or satire,English
Language material ; Still image ; Text,Volume,9780141369297,Roald Dahl,author,Roald Dahl ; Quentin Blake,George's marvellous medicine,,,England,Puffin,2016,,,Children's fiction ; Humour or satire,English
Language material ; Still image ; Text,Volume,9780141369327,Roald Dahl,author,Roald Dahl ; Quentin Blake,Revolting rhymes,,,England,Puffin,2016,,"Stories in rhyme ; Children's poetry, English",,English
Language material ; Still image ; Text,Volume,9780141369334,Roald Dahl,author,Roald Dahl ; Quentin Blake,Dirty beasts,,,England,Puffin,2016,,"Humorous poetry, English ; Children's poetry, English",,English
Language material ; Still image ; Text,Volume,9780141369341,Roald Dahl,author,Roald Dahl ; Quentin Blake,The Twits,,,England,Puffin,2016,,,Children's fiction,English
Language material ; Still image ; Text,Volume,9780141371146,Roald Dahl,author,Roald Dahl ; Quentin Blake,The BFG,,,England,Puffin,2016,Colour edition,,Children's fiction ; Humour or satire,English
Language material ; Still image ; Text,Volume,9781445151595,Emma Fischel,author,,The life of Roald Dahl : a marvellous adventure,,,England,Franklin Watts,2016,Illustrated edition,"Roald Dahl--Juvenile literature ; Authors, English--20th century--Biography--Juvenile literature",Biography ; Children's literature,English
Language material ; Text,Volume,9780718185619,Roald Dahl,author,,Lust,,,United Kingdom,Penguin,2016,Centenary Edition,,,English
Language material ; Text,Volume,9780718185633,Roald Dahl,author,,Madness,,,United Kingdom,Penguin,2016,,,,English
Language material ; Text,Volume,9780718185657,Roald Dahl,author,,Cruelty,,,England,Penguin,2016,,,,English
Language material ; Text,Volume,9780718185671,Roald Dahl,author,,Deception,,,United Kingdom,Penguin,2016,Centenary Edition,,,English
Language material ; Text,eBook,9781444786262,Roald Dahl,author,Donald Sturrock ; Roald Dahl,Love from boy : Roald Dahl's extraordinary letters to his mother,Correspondence. Selections,,England,John Murray,2016,,"Roald Dahl--Correspondence ; Diaries, Letters & Journals ; LITERARY COLLECTIONS / Letters",Correspondence,English
Language material ; Text,eBook,9780007397068,Donald Sturrock,,,Storyteller : the life of Roald Dahl,,,England,Harper,2010,,"Biography & Autobiography--Literary ; Novelists, English ; Roald Dahl ; Novelists, English--20th century--Biography ; Verenigd Koninkrijk van Groot-Brittannië en Noord-Ierland",Biography,English
Language material ; Text,Volume,9781849673402,Roald Dahl,author,"Quentin Blake, translator  ; Elin Meek ; Roald Dahl",James A'r Eirinen Wlanog Enfawr,,,Wales,Rily Publications,2016,,,Children's fiction,Welsh
Language material ; Still image ; Text,Volume,9780141361536,Roald Dahl,author,Roald Dahl ; Quentin Blake,Charlie and the chocolate factory,,,England,Puffin,2016,,"Wonka, Willy, (Fictitious character)--Juvenile fiction ; Bucket, Charlie, (Fictitious character)--Juvenile fiction",Children's fiction,English
Language material ; Still image ; Text,Volume,9780141361543,Roald Dahl,author,Roald Dahl ; Quentin Blake,Charlie and the great glass elevator,,,England,Puffin,2016,"New edition, illustrated by Quentin Blake","Wonka, Willy, (Fictitious character)--Juvenile fiction ; Bucket, Charlie, (Fictitious character)--Juvenile fiction",Adventure ; Children's fiction,English
Language material ; Still image ; Text,Volume,9780141361550,Roald Dahl,author,Roald Dahl ; Quentin Blake,Fantastic Mr Fox,,,England,Puffin,2016,"New edition, illustrated by Quentin Blake",,Children's fiction,English
Language material ; Still image ; Text,Volume,9780141361567,Roald Dahl,author,Roald Dahl ; Quentin Blake,The BFG,,,England,Puffin,2016,,,Children's fiction ; Humour or satire,English
Language material ; Still image ; Text,Volume,9780141361574,Roald Dahl,author,Roald Dahl ; Quentin Blake,Danny the champion of the world,,,England,Puffin,2016,New edition,,Children's fiction,English
Language material ; Still image ; Text,Volume,9780141361581,Roald Dahl,author,Roald Dahl ; Quentin Blake,George's marvellous medicine,,,England,Puffin,2016,,,Children's fiction ; Humour or satire,English
Language material ; Still image ; Text,Volume,9780141361598,Roald Dahl,author,Roald Dahl ; Quentin Blake,James and the giant peach,,,England,Puffin,2016,,,Children's fiction,English
Language material ; Still image ; Text,Volume,9780141361604,Roald Dahl,author,Roald Dahl ; Quentin Blake,Matilda,,,England,Puffin,2016,,,Children's fiction ; Humour or satire,English
Language material ; Still image ; Text,Volume,9780141361611,Roald Dahl,author,Roald Dahl ; Quentin Blake,The witches,,,England,Puffin,2016,New edition,,Children's fiction,English
Language material ; Still image ; Text,Volume,9780141361628,Roald Dahl,author,Roald Dahl ; Quentin Blake,The Twits,,,England,Puffin,2016,,,Children's fiction,English
Language material ; Still image ; Text,Volume,9780141374123,Roald Dahl,author,Roald Dahl ; Quentin Blake,Revolting rhymes,Ronald Dahl's revolting rhymes,,England,Puffin,2016,,"Stories in rhyme ; Children's poetry, English ; Fairy tales--Adaptations",Adaptation,English
Language material ; Text,eBook,9781504038591,Jeremy Treglown,author,,Roald Dahl : a biography,,,United States of America,Open Road Media,2016,,"Authors, English--20th century--Biography ; Roald Dahl",Biography,English
Language material ; Still image ; Text,Volume,9781849673266,Roald Dahl,author,Quentin Blake ; Gwynne Williams ; Roald Dahl,Pastai Odl,Rhyme Stew. Welsh,,Wales,Rily,2016,,"Roald Dahl--Translations into Welsh ; Children's poetry, English--Translations into Welsh",Translations into Welsh,Welsh
Language material ; Still image ; Text,Volume,9780141369358,Roald Dahl,author,Roald Dahl ; Quentin Blake,James and the giant peach,,,England,Puffin,2016,"Colour edition, illustrated by Quentin Blake",,Children's fiction,English
Language material ; Still image ; Text,Volume,9780141369365,Roald Dahl,author,Roald Dahl ; Quentin Blake,Matilda,,,England,Puffin,2016,Colour edition,,Children's fiction ; Humour or satire,English
Language material ; Still image ; Text,Volume,9780141369372,Roald Dahl,author,Roald Dahl ; Quentin Blake,Charlie and the chocolate factory,,,England,Puffin,2016,"Colour edition, illustrated by Quentin Blake","Wonka, Willy, (Fictitious character)--Juvenile fiction ; Bucket, Charlie, (Fictitious character)--Juvenile fiction",Children's fiction,English
Language material ; Still image ; Text,Volume,9780141369389,Roald Dahl,author,Roald Dahl ; Quentin Blake,Esio trot,,,England,Puffin,2016,Colour edition,,Children's fiction,English
Language material ; Text,Volume,9781783169405,Damian Walford Davies (editor),,,Roald Dahl : Wales of the unexpected,,,Wales,University of Wales Press,2016,,Roald Dahl--Criticism and interpretation ; Wales--In literature,,English
Language material ; Text,Volume,9781849673624,Roald Dahl,author,Elin Meek ; Roald Dahl,Roald Dahl - Casgliad mawr,Novels. Selections,,Wales,Rily,2016,,"Roald Dahl--Translations into Welsh ; Children's stories, English--Translations into Welsh",Translations into Welsh,Welsh
Language material ; Text,Volume,9781783122158,S. A. (Stella A.) Cadwell,author,Quentin Blake ; S. A. (Stella A.) Cadwell  ; Roald Dahl,The gloriumptious worlds of Roald Dahl,Works,,England,Carlton,2016,,"Children's stories, English--Miscellanea--Juvenile literature ; Roald Dahl",Children's literature,English
Language material ; Text,Computer disc ; Volume,9781407160542,Jillian Powell,author,,Danny the champion of the world,,Read & respond,England,Scholastic,2016,,Literacy--Study and teaching (Early childhood)--Activity programs--Great Britain ; Roald Dahl,,English
Language material ; Text,Volume,9781849673396,Roald Dahl,author,Elin Meek ; Roald Dahl ; Quentin Blake,Y Twits,Twits. Welsh,,Wales,Rily,2016,,,Children's fiction,Welsh
Language material ; Text,Volume,9781849673365,Roald Dahl,author,Elin Meek ; Roald Dahl ; Quentin Blake,Yr CMM (Yr Ec Em Em),BFG. Welsh,,Wales,Rily,2016,,Giants--Juvenile fiction,Children's fiction,Welsh
Language material ; Still image ; Text,Volume,9780141374239,Roald Dahl,author,Roald Dahl ; Quentin Blake,Revolting rhymes,,,England,Puffin,2016,,"Stories in rhyme ; Children's poetry, English",,English
Language material ; Text,Volume,9780141374253,Roald Dahl,author,Roald Dahl ; Quentin Blake ; Roald Dahl,Roald Dahl's glorious galumptious story collection,Esio trot ; Fantastic Mr Fox ; Giraffe and the pelly and me ; Glorious galumptious story collection ; James and the giant peach ; Magic finger ; Novels. Selections,,England,Puffin,2016,,"Children's stories, English",,English
Language material ; Text,Volume,9780141374246,Roald Dahl,author,,Roald Dahl's scrumdidlyumptious story collection,BFG ; Charlie and the chocolate factory ; Charlie and the great glass elevator ; Danny the champion of the world ; George's marvellous medicine ; Novels. Selections ; Scrumdidlyumptious story collection ; Twits,,England,Puffin,2016,,"Children's stories, English",,English
Language material ; Text,Volume,9780141361536 ; 9780141361543 ; 9780141361550 ; 9780141361567 ; 9780141361574 ; 9780141361581 ; 9780141361598 ; 9780141361604 ; 9780141361611 ; 9780141361628 ; 9780141369433,Roald Dahl,author,Roald Dahl ; Quentin Blake ; Roald Dahl,The Roald Dahl library,"BFG ; Charlie and the chocolate factory ; Charlie and the great glass elevator ; Danny, the champion of the world ; Fantastic Mr Fox ; George's marvellous medicine ; James and the giant peach ; Matilda ; Novels. Selections ; Twits ; Witches",,England,Penguin,2019,,"Children's stories, English",,English
Language material ; Text,Volume,9781781383391,Tom Solomon,author,,Roald Dahl's marvellous medicine,,,England,Liverpool University Press,2016,,Roald Dahl--Knowledge--Medicine ; Medicine in literature,,English
Language material ; Text,Volume,9781785300837,Roald Dahl,author,Quentin Blake ; Michael Fitt  ; Roald Dahl,Chairlie and the chocolate works,Charlie and the chocolae factory. Scots,,Scotland,Itchy Coo,2016,,,Children's fiction,Scots
Language material ; Text,eBook,9781781383469 ; 9781781388679,Tom Solomon,author,,Roald Dahl's marvellous medicine,,,England,Liverpool University Press,2016,,Roald Dahl--Knowledge--Medicine ; Medicine in literature,,English
Language material ; Text,Online resource,9781443887557,Laura Vi�as Valle,author,,De-constructing Dahl,Deconstructing Dahl,,United Kingdom,Cambridge Scholars,2016,,"Children's & teenage literature studies ; Children's stories, English--History and criticism ; Roald Dahl--Criticism and interpretation ; LITERARY CRITICISM / European / English, Irish, Scottish, Welsh ; Literary studies: fiction, novelists & prose writers ; LITERARY CRITICISM / Children's & Young Adult Literature",Criticsm and interpretation,English
Language material ; Text,Online resource,9781783169429,"Davies, Damian Walford, editor ",,,Roald Dahl : Wales of the unexpected,,,United Kingdom ; Wales,University of Wales Press,2016,,Literature ; Roald Dahl--Criticism and interpretation ; Wales--In literature,Criticsm and interpretation,English
Language material ; Text,Volume,9780141365565,Roald Dahl,author,Roald Dahl,The great automatic grammatizator & other stories,Great automatic grammatizator and other stories ; Short stories. English. Selections,,England,Puffin,2017,,"Young adult fiction, English ; Short stories, English",,English
Language material ; Text,Volume,9780141365572,Roald Dahl,author,Roald Dahl,The wonderful story of Henry Sugar and six more,,,England,Puffin,2017,,"Young adult fiction, English",,English
Language material ; Text,Volume,9780141365589,Roald Dahl,author,Roald Dahl,Skin and other stories,Collected short stories of Roald Dahl. Selections,,England,Puffin,2017,,"Young adult fiction, English ; Short stories, English",,English
Language material ; Text,Volume,9781849673433,Roald Dahl,author,Elin Meek ; Roald Dahl ; Quentin Blake,Charlie a'r Esgynnydd Mawr Gwydr,Charlie and the Great Glass Elevator. Welsh,,Wales,Rily Publications,2016,,Elevators--Juvenile fiction,Children's fiction,Welsh
Language material ; Text,Volume,9781849673525,Roald Dahl,author,Elin Meek ; Roald Dahl ; Quentin Blake,Danny Pencampwr y Byd,Danny the champion of the world. Welsh,,Wales,Rily,2016,,Fathers and sons--Juvenile fiction,Children's fiction,Welsh
Language material ; Text,Volume,9781849673495,Roald Dahl,author,Elin Meek ; Roald Dahl ; Quentin Blake,Matilda,Matilda. Welsh,,Wales,Rily Publications,2016,,,Children's fiction,English ; Welsh
Language material ; Text,Volume,9781849673488,Roald Dahl,author,Elin Meek ; Roald Dahl ; Quentin Blake,Y Gwrachod,Witches. Welsh,,Wales,Rily Publications,2016,,Witches--Juvenile fiction,Children's fiction,Welsh
